ANSC-310,SPRING 2015,FRIEND T,3,4,3,0,0,3.000,0,0,0,0,0,
ANSC-311,SPRING 2015,VOGELSANG M,6,1,0,0,0,3.857,0,0,0,0,0,
ANSC-311,SPRING 2015,VOGELSANG M,5,1,0,0,0,3.833,0,0,0,0,0,
ANSC-312,SPRING 2015,BRADBERY A,4,5,1,0,0,3.300,0,0,0,0,0,
ANSC-312,SPRING 2015,BRADBERY A,5,1,0,0,0,3.833,0,0,0,0,0,
ANSC-316,SPRING 2015,ZOLLER J,40,10,0,0,0,3.800,0,0,0,1,0,
ANSC-318,SPRING 2015,CARSTENS G,6,6,12,0,0,2.750,0,0,0,1,0,
ANSC-318,SPRING 2015,CARSTENS G,5,10,8,2,0,2.720,1,0,0,0,0,
ANSC-318,SPRING 2015,CARSTENS G,14,8,2,1,0,3.400,0,0,0,1,0,
ANSC-318,SPRING 2015,CARSTENS G,10,11,3,1,0,3.200,0,0,0,0,0,
ANSC-318,SPRING 2015,CARSTENS G,9,10,4,0,1,3.083,0,0,0,0,0,
ANSC-320,SPRING 2015,CROSSLAND W,49,23,4,1,1,3.513,0,0,0,2,0,
ANSC-337,SPRING 2015,SAVELL J,16,1,0,0,0,3.941,0,0,0,0,0,
ANSC-402,SPRING 2015,FRENZEL L,15,0,0,0,0,4.000,1,0,0,0,0,
ANSC-402,SPRING 2015,FRENZEL L,18,0,0,0,0,4.000,0,0,0,0,0,
ANSC-406,SPRING 2015,HERRING A,15,12,0,0,1,3.429,1,0,0,0,0,
ANSC-406,SPRING 2015,HERRING A,11,16,2,0,2,3.097,0,0,0,0,0,
ANSC-408,SPRING 2015,WICKERSHAM T,8,6,2,1,2,2.895,0,0,0,1,0,
ANSC-411,SPRING 2015,COVERDALE J,20,27,6,3,3,2.983,0,0,0,1,0,
ANSC-412,SPRING 2015,PAULK C,10,5,1,0,0,3.562,0,0,0,0,0,
ANSC-414,SPRING 2015,RAMSEY W,3,7,2,0,1,2.846,0,0,0,0,0,
ANSC-414,SPRING 2015,RAMSEY W,12,4,0,0,0,3.750,0,0,0,1,0,
ANSC-414,SPRING 2015,RAMSEY W,7,3,4,1,0,3.067,1,0,0,1,0,
ANSC-414,SPRING 2015,RAMSEY W,10,6,0,0,0,3.625,0,0,0,0,0,
ANSC-420,SPRING 2015,VOGELSANG M,11,14,2,0,0,3.333,0,0,0,1,0,
ANSC-420,SPRING 2015,VOGELSANG M,11,17,3,0,0,3.258,0,0,0,0,0,
ANSC-423,SPRING 2015,HEIRD J,42,0,0,0,0,4.000,0,0,0,0,0,
ANSC-433,SPRING 2015,FORREST D,11,0,0,0,0,4.000,0,0,0,0,0,
ANSC-433,SPRING 2015,DUNLAP K,4,10,4,1,1,2.750,0,0,0,3,0,
ANSC-433,SPRING 2015,DUNLAP K,8,7,4,0,0,3.210,0,0,0,2,1,
ANSC-433,SPRING 2015,DUNLAP K,6,10,5,2,0,2.870,0,0,0,1,0,
ANSC-433,SPRING 2015,DUNLAP K,6,9,4,2,0,2.905,0,0,0,1,0,
ANSC-433,SPRING 2015,DUNLAP K,10,5,4,0,0,3.316,0,0,0,1,0,
ANSC-433,SPRING 2015,DUNLAP K,10,4,5,1,0,3.150,0,0,0,4,0,
ANSC-434,SPRING 2015,SATTERFIELD M,6,3,0,0,0,3.667,0,0,0,1,0,
ANSC-434,SPRING 2015,SATTERFIELD M,4,3,1,0,0,3.375,0,0,0,0,0,
ANSC-434,SPRING 2015,SATTERFIELD M,3,2,0,0,0,3.600,0,0,0,0,0,
ANSC-437,SPRING 2015,SAVELL J,41,11,4,0,0,3.661,1,0,0,0,0,
ANSC-481,SPRING 2015,ING N,19,0,0,1,0,3.850,1,0,0,0,0,
ANSC-481,SPRING 2015,WELSH T,12,0,0,0,1,3.692,1,0,0,0,0,
ANSC-481,SPRING 2015,RIGGS P,19,2,0,0,0,3.905,0,0,0,0,0,
ANSC-481,SPRING 2015,VOGELSANG M,9,6,0,0,0,3.600,0,0,0,1,0,
ANSC-481,SPRING 2015,WICKERSHAM T,16,4,0,1,0,3.667,0,0,0,0,0,
ANSC-481,SPRING 2015,GILL C,17,1,1,0,0,3.842,0,0,0,1,0,
ANSC-481,SPRING 2015,TAYLOR T,3,7,4,0,0,2.929,0,0,0,0,0,
ANSC-481,SPRING 2015,OSBURN W,13,1,0,0,0,3.929,0,0,0,0,0,
ANSC-484,SPRING 2015,RAMSEY W,19,0,0,0,0,4.000,0,0,0,0,0,
ANSC-489,SPRING 2015,RAMSEY W,50,0,0,0,0,4.000,0,0,0,0,0,
ANSC-489,SPRING 2015,MORRISON A,6,0,0,0,0,4.000,0,0,0,0,0,
ANSC-489,SPRING 2015,KERTH C,11,11,7,1,0,3.067,0,0,0,1,0,
ANSC-491,SPRING 2015,WICKERSHAM T,7,0,0,0,0,4.000,0,0,0,1,0,
ANSC-491,SPRING 2015,SIGLER D,12,1,0,0,0,3.923,0,0,0,0,0,
ANSC-491,SPRING 2015,VOGELSANG M,8,0,0,0,0,4.000,0,0,0,0,0,
ANSC-491,SPRING 2015,CARSTENS G,5,0,0,0,0,4.000,0,0,0,0,0,
ANSC-494,SPRING 2015,RAMSEY W,88,0,0,0,0,4.000,0,0,0,0,0,
ANSC-494,SPRING 2015,VOGELSANG M,5,0,0,0,0,4.000,0,0,0,0,0,
ANSC-494,SPRING 2015,VOGELSANG M,8,0,0,0,0,4.000,4,0,0,0,0,
ANSC-608,SPRING 2015,SAWYER J,11,4,3,0,0,3.444,0,0,0,0,0,
ANSC-616,SPRING 2015,VOGELSANG M,6,9,0,0,0,3.400,0,0,0,0,0,
ANSC-618,SPRING 2015,SMITH S,14,6,0,0,0,3.700,0,0,0,0,0,
ANSC-621,SPRING 2015,HEIRD J,8,0,0,0,0,4.000,0,0,0,0,0,
ANSC-623,SPRING 2015,TEDESCHI L,10,1,0,0,0,3.909,0,0,0,0,0,
ANSC-627,SPRING 2015,SAVELL J,14,0,0,0,0,4.000,0,0,0,0,0,
ANSC-628,SPRING 2015,SANDERS J,8,0,0,0,0,4.000,0,0,0,0,0,
ANSC-667,SPRING 2015,OSBURN W,5,0,0,0,0,4.000,0,0,0,0,0,
ANSC-685,SPRING 2015,VOGELSANG M,11,0,0,0,0,4.000,0,0,0,0,0,
ANSC-697,SPRING 2015,HARRIS K,7,0,0,0,0,4.000,0,0,0,0,0,
DASC-326,SPRING 2015,TAYLOR T,6,27,32,16,5,2.151,0,0,0,2,0,
